pais,categoria,tematica,tecnica,soporte,medidas,fecha,etiquetas,precio,obra,autor,link
Espana,Pintura,Lienzo,Oleo,Otros,100 x 81 cm,Artelista desde: 28 de Enero de 2012,"naif, expresionismo subjetivo, paisaje, punxes, barcelona",110.016 MX$,"Casa de les Punxes, Barcelona",Nuria Valles Botey,https://www.artelista.com/obra/5954131579295708-casa-de-les-punxes-barcelona.html
Espana,Pintura,Lienzo,Oleo,Retrato,100 x 100 cm,Artelista desde: 29 de Diciembre de 2010,"figurativo, pintura, oleo, retratos, marylin",Obra vendida,Marylin obsession. Mascara.,Sofia G. Ruiz,https://www.artelista.com/obra/4494007793969588-marylinobsessionmascara.html
Espana,Pintura,Lienzo,Oleo,Otros,100 x 81 cm,Artelista desde: 25 de Enero de 2011,"nocturno, madrid, gran via, expresionismo subjetivo, naif",110.016 MX$,Nocturno verde en Gran Via,Nuria Valles Botey,https://www.artelista.com/obra/4446803911526356-nocturnoverdeengranvia.html
Espana,Pintura,Lienzo,Acrilico,Otros,127 x 93 cm,Artelista desde: 13 de Junio de 2007,"gallery, galerie, cubans, cuba, artists, art",120.017 MX$,versos sencillos,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/7129449728502855-versossencillos.html
Espana,Pintura,Otros,Acrilico,Lienzo,116 x 89 cm,Artelista desde: 5 de Octubre de 2009,"maleta, mariposa, oil, painting, paisaje, pintores",90.013 MX$,La Inocencia encontrada.,Carmelo ( Carmelohijo). Gonzalez Gutierrez,https://www.artelista.com/obra/7857377762366841-lainocenciaencontrada.html
Mexico,Pintura,Paisaje,Lienzo,Oleo,89 x 59 cm,Artelista desde: 1 de Abril de 2009,"tierra, planeta, mundo, climatico, cambio, bondad",133.614 MX$,La Catedral de la Tierra,Alberto   Thirion Garcia,https://www.artelista.com/obra/7229646460876147-lacatedraldelatierra.html
Mexico,Pintura,Tabla,Acrilico,Figura,80 x 80 cm,Artelista desde: 23 de Abril de 2012,"acrilico, metal, objeto, mujer",2.000.280.000 MX$,MUJER OBJETO,Sandra Janneth Bustamante Garcia.,https://www.artelista.com/obra/1333717639433355-mujer-objeto.html
Italia,Pintura,Tela,Media Mixta,Marina,70 x 100 cm,Artelista desde: 3 de Agosto de 2010,"arte, art, surreale, originale, pittura, Italiana.fantastico",120.017 MX$,Regata invernale,Giuseppe Sticchinain,https://www.artelista.com/obra/5238525790945126-regatainvernale.html
Argentina,Pintura,Lienzo,Oleo,Deportes,80 x 100 cm,Artelista desde: 14 de Junio de 2011,"horses, polo, caballos, deporte, sport",Obra vendida,En la linea 3,bartolome vaccarezza,https://www.artelista.com/obra/5066599115808427-enlalinea3.html
Colombia,Pintura,Figura,Oleo,Lienzo,134 x 189 cm,Artelista desde: 31 de Julio de 2007,"psique, eros, cupido, mitologia, simbolica. alquimia, sexo",Obra vendida,EL ABRAZO,Dora Alis Mera Velasco,https://www.artelista.com/obra/3732022968525485-elabrazo.html
Italia,Pintura,Tela,Acrilico,Marina,70 x 100 cm,Artelista desde: 25 de Agosto de 2010,"pittura, Italiana.fantastico, arte, art, surreale, originale",100.014 MX$,regata di primavera,Giuseppe Sticchinain,https://www.artelista.com/obra/8536199277500577-regatadiprimavera.html
Mexico,Pintura,Lienzo,Oleo,Animales,140 x 130 cm,Artelista desde: 22 de Abril de 2012,"guacamayas, parrots, moreno, bolivia, animales, militaris",100.014 MX$,AMOR ESPINADO,Jose Moreno Aparicio,https://www.artelista.com/obra/1545659339065687-amor-espinado.html
Espana,Pintura,Lienzo,Oleo,Otros,100 x 81 cm,Artelista desde: 1 de Febrero de 2012,"agbar, barcelona, ars",110.016 MX$,Hotel Ars Noreste,Nuria Valles Botey,https://www.artelista.com/obra/2560337318555294-hotel-ars-noreste.html
Rumania,Pintura,Otros,Otros,Oleo,47 x 35 cm,Artelista desde: 25 de Enero de 2012,"oil on cardboard, landscape, signed, original",Obra vendida,Gates at Batthyaneum,Bogdan Nirca,https://www.artelista.com/obra/4930041954574900-gates-at-batthyaneum.html
Espana,Pintura,Lienzo,Oleo,Otros,100 x 81 cm,Artelista desde: 28 de Enero de 2012,"naif, expresionismo subjetivo, pedrera, barcelona, gaudi",110.016 MX$,Morning Pedrera,Nuria Valles Botey,https://www.artelista.com/obra/5166545496426903-morning-pedrera.html
Israel,Pintura,Lienzo,Oleo,Paisaje,100 x 140 cm,Artelista desde: 12 de Junio de 2012,"paisaje, israel, realismo",Obra vendida,Fachada de Tel Aviv,Gustavo Valenzuela,https://www.artelista.com/obra/7191126989492254-fachada-de-tel-aviv.html
Espana,Pintura,Lienzo,Oleo,Otros,120 x 60 cm,Artelista desde: 28 de Enero de 2012,"manhattan, city, ciudad",110.016 MX$,Tarde en Manhattan,Nuria Valles Botey,https://www.artelista.com/obra/6108585395828854-tarde-en-manhattan.html
Mexico,Pintura,Lienzo,Oleo,Paisaje,119 x 110 cm,Artelista desde: 8 de Enero de 2012,"moreno, bolivia, paisaje, selva, amazonia, pintor",Obra vendida,EL REGRESO,Jose Moreno Aparicio,https://www.artelista.com/obra/2016392964464461-el-regreso.html
Peru,Pintura,Lienzo,Oleo,Otros,150 x 150 cm,Artelista desde: 27 de Noviembre de 2012,"grande, formato, oleo",Obra vendida,migrando,Reynaldo Guillermo  Rivera Rondon,https://www.artelista.com/obra/4413891847628300-migrando.html
Israel,Pintura,Lienzo,Oleo,Paisaje,120 x 90 cm,Artelista desde: 12 de Junio de 2012,"paisaje, israel, realismo",Obra vendida,Invierno en Tel Aviv,Gustavo Valenzuela,https://www.artelista.com/obra/5779192772519355-invierno-en-tel-aviv.html
Estados Unidos,Pintura,Bodegones,Oleo,Lienzo,160 x 80 cm,Artelista desde: 26 de Febrero de 2012,carlos bruscianelli artista plastico bodegon frutas caracas venezuela hiperrealismo realismo pintura oleo arte,Obra vendida,bodegon sf,Carlos Bruscianelli,https://www.artelista.com/obra/6677056130263600-bodegon-sf.html
Estados Unidos,Pintura,Lienzo,Desnudos,Oleo,76 x 96 cm,Artelista desde: 27 de Diciembre de 2011,"yoruba, religion, pintores, oleo, cubanos, cuba",Obra vendida,MUJER Y SEPRIENTE,Carlos Enrique Morel,https://www.artelista.com/obra/9575638713077972-mujerysepriente.html
Cuba,Pintura,Oleo,Lienzo,Paisaje,Artelista desde: 12 de Enero de 2011,subrealismo,sin etiquetas,Obra vendida,Sueno en Azul,Merlys Corpas,https://www.artelista.com/obra/1873197621882912-suenoenazul.html
Estados Unidos,Pintura,Media Mixta,Lienzo,Animales,140 x 140 cm,Artelista desde: 21 de Junio de 2010,sin etiquetas,Obra vendida,"From The Kingdom's Horses: ""The Red Rebel I""",Edgar Gutierrez,https://www.artelista.com/obra/5314272387683251-fromthekingdomshorsestheredrebeli.html
Espana,Pintura,Tabla,Pastel,Bodegones,40 x 50 cm,Artelista desde: 2 de Octubre de 2010,"realista, realismo, pastel, madera, flor, copa",Obra vendida,El trago,Aurelio Rodriguez Lopez,https://www.artelista.com/obra/2932859972145376-eltrago.html
Rumania,Pintura,Otros,Otros,Oleo,64 x 54 cm,Artelista desde: 25 de Enero de 2012,"ampoita, romanian village, rocks, original painting, national heritage",Obra vendida,Ampoita rocks,Bogdan Nirca,https://www.artelista.com/obra/4594642116999714-ampoita-rocks.html
Argentina,Pintura,Oleo,Lienzo,Retrato,Artelista desde: 10 de Noviembre de 2008,"tejidos, retrato, renacimiento, manos, hiperrealista, barroco",sin etiquetas,Obra vendida,"""Matilde la tejedora""",Nacho Quiroga,https://www.artelista.com/obra/2511841022261835-matildelatejedora.html
Estados Unidos,Pintura,Lienzo,Oleo,Retrato,102 x 122 cm,Artelista desde: 7 de Mayo de 2012,"color, royalty, portrait",Obra vendida,Marie,Marianne Berglund,https://www.artelista.com/obra/1914360167297340-marie.html
Estados Unidos,Pintura,Bodegones,Lienzo,Oleo,160 x 80 cm,Artelista desde: 2 de Agosto de 2012,"latas, metras, canicas, pintura, dibujo, caracas",Obra vendida,texturas 2,Carlos Bruscianelli,https://www.artelista.com/obra/6412351036774673-texturas-2.html
Estados Unidos,Pintura,Lienzo,Oleo,Bodegones,160 x 80 cm,Artelista desde: 1 de Febrero de 2012,bodegon cuadros hiperrealista,Obra vendida,bodegon sobre papel,Carlos Bruscianelli,https://www.artelista.com/obra/1649829466491704-bodegon-sobre-papel.html
Estados Unidos,Pintura,Oleo,Lienzo,Paisaje,140 x 140 cm,Artelista desde: 21 de Junio de 2010,sin etiquetas,Obra vendida,"From The Kingdom's Horses: ""The Traveler II""",Edgar Gutierrez,https://www.artelista.com/obra/9278537022765428-fromthekingdomshorsesthetravelerii.html
Espana,Pintura,Paisaje,Tabla,Media Mixta,190 x 120 cm,Artelista desde: 29 de Febrero de 2012,"edificios, construccion, obras",Obra vendida,3a y 4a torre,paco segovia aguado,https://www.artelista.com/obra/6455033364568521-3-y-4-torre.html
Argentina,Pintura,Lienzo,Oleo,Figura,40 x 50 cm,Artelista desde: 7 de Marzo de 2012,"retrato, mujer, figura, naturaleza",108.016 MX$,MADRE TIERRA,RAQUEL SARANGELLO,https://www.artelista.com/obra/7368540769303005-madre-tierra.html
Espana,Pintura,Otros,Oleo,Lienzo,79 x 120 cm,Artelista desde: 4 de Enero de 2013,"flauta, flautista, musica, pez.",Obra vendida,Flautista,Cesar Prada Novoa,https://www.artelista.com/obra/6987385265569837-flautista.html
Espana,Pintura,Otros,Oleo,Bodegones,66 x 66 cm,Artelista desde: 22 de Diciembre de 2011,"realismo, oleo, hiperrealismo, figuracion, bodegon, animales",Obra vendida,Triangulo de caracoles,Aurelio Rodriguez Lopez,https://www.artelista.com/obra/2576962385941571-triangulodecaracoles.html
Espana,Pintura,Figura,Oleo,Lienzo,100 x 100 cm,Artelista desde: 4 de Enero de 2013,"mujer, nina, empatia, AMOR.",Obra vendida,Empatia ,Cesar Prada Novoa,https://www.artelista.com/obra/1088543518676482-empatia.html
Mexico,Pintura,Figura,Oleo,Lienzo,210 x 110 cm,Artelista desde: 24 de Agosto de 2012,"magenta, color, creation, seed, life, universe",Obra vendida, Magenta,Pascal Roy,https://www.artelista.com/obra/7970575823837498-magenta.html
Espana,Pintura,Tela,Oleo,Bodegones,67 x 98 cm,Artelista desde: 29 de Diciembre de 2011,"acrilico, bodegon, carabineros, hiperrealismo, mortero, oleo",Obra vendida,Carabineros,Aurelio Rodriguez Lopez,https://www.artelista.com/obra/2979388822348069-carabineros.html
Argentina,Pintura,Lienzo,Oleo,Retrato,Artelista desde: 10 de Noviembre de 2008,"transparencias, humana, hiperrealismo, figura",sin etiquetas,Obra vendida,Contacto intimo,Nacho Quiroga,https://www.artelista.com/obra/5056092528956303-contactointimo.html
Colombia,Pintura,Lienzo,Oleo,Paisaje,110 x 70 cm,Artelista desde: 1 de Junio de 2008,"atardecer, paisaje, palmeras, rio",Obra vendida,Atardecer en la cienaga,Hanoi Martinez Leon,https://www.artelista.com/obra/6135617149744148-atardecerenlacienaga.html
Mexico,Pintura,Otros,Acrilico,Lienzo,120 x 80 cm,Artelista desde: 25 de Octubre de 2012,"abstracto, textura, expresionista, energia, contemporaneo, moderno",Obra vendida,Mina,Neo Arte,https://www.artelista.com/obra/7943933248673575-mina.html
Espana,Pintura,Lienzo,Oleo,Desnudos,Artelista desde: 27 de Octubre de 2009,"desnudo, mujer, joven, tela, clasico, blanco",sin etiquetas,Obra vendida,CON TELA BLANCA,Deangel --,https://www.artelista.com/obra/3442101945943255-contelablanca.html
Argentina,Pintura,Oleo,Lienzo,Paisaje,Artelista desde: 9 de Noviembre de 2008,"paisaje, montanas, hiperrealismo, caballos",sin etiquetas,Obra vendida,"""Pastoreo en Nahuel Pan""",Nacho Quiroga,https://www.artelista.com/obra/4705301035524444-pastoreoennahuelpan.html
Israel,Pintura,Paisaje,Oleo,Lienzo,120 x 90 cm,Artelista desde: 12 de Junio de 2012,"paisaje, realismo, bodegon",Obra vendida,Invierno y Primavera en Israel,Gustavo Valenzuela,https://www.artelista.com/obra/7707708965855652-invierno-y-primavera-en-israel.html
Ecuador,Pintura,Media Mixta,Lienzo,Figura,150 x 120 cm,Artelista desde: 18 de Julio de 2009,sin etiquetas,Obra vendida,La dama de Cheshire,Jorge Porras Olmedo,https://www.artelista.com/obra/4352332974162110-ladamadecheshire.html
Argentina,Pintura,Paisaje,Lienzo,Oleo,100 x 75 cm,Artelista desde: 23 de Noviembre de 2011,"maternidad, caballo, llegua",Obra vendida,MATERNIDAD  75X100CMS,bartolome vaccarezza,https://www.artelista.com/obra/4837361466439056-maternidad75x100cms.html
Argentina,Pintura,Lienzo,Oleo,Bodegones,Artelista desde: 10 de Noviembre de 2008,"muerta, naturaleza, frutas, cristal, agua",sin etiquetas,Obra vendida,Con Limones,Nacho Quiroga,https://www.artelista.com/obra/7770173640136344-conlimones.html
Argentina,Pintura,Oleo,Lienzo,Bodegones,Artelista desde: 14 de Agosto de 2006,"hiperrealismo, bodegon",sin etiquetas,Obra vendida,Texturas 4,Nacho Quiroga,https://www.artelista.com/obra/5147305622117115-texturas4.html
Mexico,Pintura,Figura,Oleo,Lienzo,120 x 120 cm,Artelista desde: 24 de Agosto de 2012,"man, sleeping, resting, horse, white, beach",Obra vendida,Manantial  Dormido,Pascal Roy,https://www.artelista.com/obra/4655684897745899-manantial-dormido.html
Israel,Pintura,Paisaje,Oleo,Lienzo,120 x 80 cm,Artelista desde: 12 de Junio de 2012,"realismo, paisaje, israel",Obra vendida,Vista desde Jaffa,Gustavo Valenzuela,https://www.artelista.com/obra/6359386548901273-vista-desde-jaffa.html
Nicaragua,Pintura,Desnudos,Media Mixta,Lienzo,120 x 120 cm,Artelista desde: 15 de Marzo de 2012,desnudo artistico,Obra vendida,belleza natural,Salvador Avalos,https://www.artelista.com/obra/8148791391161430-belleza-natural.html
Rumania,Pintura,Lienzo,Oleo,Figura,140 x 190 cm,Artelista desde: 11 de Junio de 2012,"serrealist art, fary art, romanian art, fantasy art, realist art, moden art",Obra vendida,ALICE IN WONDERLAND,RIFAS DIANA LOREDANA PANTEA,https://www.artelista.com/obra/5250030129606304-alice-in-wonderland.html
Espana,Pintura,Oleo,Tabla,Figura,116 x 89 cm,Artelista desde: 29 de Agosto de 2010,"realismo, pintura, oleo, ninos, figurativo",Obra vendida,"""SU PRIMERA LECCION""",Fernando Lopez Pascual,https://www.artelista.com/obra/3183924966602931-suprimeraleccion.html
Mexico,Pintura,Oleo,Tela,Bodegones,179 x 120 cm,Artelista desde: 4 de Diciembre de 2011,sin etiquetas,Obra vendida,Sin titulo,Plasmagallery Artemergente,https://www.artelista.com/obra/9187215539247969-sintitulo.html
Espana,Pintura,Oleo,Lienzo,Paisaje,45 x 54 cm,Artelista desde: 31 de Julio de 2011,"paisaje, plantas, oleo, macetas, flores, casas",500.070 MX$,Calle en 3D,Anmary Lobato Lopez,https://www.artelista.com/obra/1773852773619197-calleen3d.html
Espana,Pintura,Bodegones,Lienzo,Oleo,100 x 65 cm,Artelista desde: 9 de Diciembre de 2011,"still, retrato, portrait, oleo, oil, lupa",Obra vendida,Modos de ver,ANA GONZALEZ ESTEVE,https://www.artelista.com/obra/4302944533195989-modosdever.html
Espana,Pintura,Oleo,Lienzo,Bodegones,80 x 80 cm,Artelista desde: 2 de Agosto de 2008,varios,120.017 MX$,puesto de pescado mercado maravillas,Angel Dorado Candela,https://www.artelista.com/obra/8960428850750278-puestodepescadomercadomaravillas.html
Mexico,Pintura,Oleo,Papel,Otros,36 x 26 cm,Artelista desde: 6 de Marzo de 2009,"heridas, grietas, fragmentos, florecer, figura",8.774 MX$,Fragmentos III,Emilia Calderon de la Garza,https://www.artelista.com/obra/4248210281019017-fragmentosiii.html
Mexico,Pintura,Otros,Acrilico,Lienzo,Artelista desde: 25 de Febrero de 2009,"tijuana, figurativo, abstracto",sin etiquetas,Obra vendida,rictus,Alfredo Villafana,https://www.artelista.com/obra/7558704639211277-rictus.html
Argentina,Pintura,Lienzo,Acrilico,Otros,Artelista desde: 25 de Diciembre de 2008,"pintura, lezama, contemporaneo, argentina, acrilico",sin etiquetas,Obra vendida,El ruido de quien no quiere hacer ruido,Jorge Antonio Lezama,https://www.artelista.com/obra/2221634491022097-elruidodequiennoquierehacerruido.html
Alemania,Pintura,Oleo,Lienzo,Retrato,170 x 200 cm,Artelista desde: 7 de Agosto de 2011,"encuentro, desnudo, bano",Obra vendida,El Rendezvous,Jose Garcia y Mas,https://www.artelista.com/obra/8763588242421180-elrendezvous.html
Chile,Pintura,Lienzo,Oleo,Otros,200 x 60 cm,Artelista desde: 20 de Abril de 2012,Chamantos en Interiores,90.013 MX$,"Tramas Precolombinas, Diptico - Premio Lorenzo el Magnifico, Bienal de Florencia 2011",Loreto Sanhueza Vergara,https://www.artelista.com/obra/7573064652468822-tramas-precolombinas-diptico-premio-lorenzo-el-magnifico-bienal-de-florencia-2011.html
Mexico,Pintura,Lienzo,Oleo,Desnudos,120 x 90 cm,Artelista desde: 13 de Julio de 2012,rinoceronte mujer desnudo pipa oleo contemporaneo mexico,Obra vendida,magnetico mimetismo,Julio Cesar Belmont,https://www.artelista.com/obra/2502222947403406-magnetico-mimetismo.html
Espana,Pintura,Media Mixta,Tabla,Paisaje,Artelista desde: 8 de Agosto de 2008,"urbano, paisaje",sin etiquetas,Obra vendida,Las Cuentas del Tiempo,jesus coyto,https://www.artelista.com/obra/4014729492307061-lascuentasdeltiempo.html
Ecuador,Pintura,Lienzo,Oleo,Paisaje,154 x 116 cm,Artelista desde: 26 de Abril de 2012,sin etiquetas,Obra vendida,Letting go,Andres Salvador,https://www.artelista.com/obra/6761529671971710-letting-go.html
Alemania,Pintura,Oleo,Lienzo,Desnudos,160 x 200 cm,Artelista desde: 8 de Agosto de 2011,"stendhal, playa, periodico, mujeres, mar, libro",Obra vendida,?Rojo o negro?,Jose Garcia y Mas,https://www.artelista.com/obra/9939233210599691-rojoonegro.html
Mexico,Pintura,Acrilico,Tela,Paisaje,Artelista desde: 8 de Febrero de 2010,"latinoamericana, mexicana, pintura",sin etiquetas,Obra vendida,Nubes 1,Raymundo Martinez C.,https://www.artelista.com/obra/9769096836971735-nubes1.html
Espana,Pintura,Otros,Acrilico,Lienzo,60 x 80 cm,Artelista desde: 25 de Enero de 2022,"collectible, paintings, vivid, colors, unique, abstraction",Obra vendida,LUZBEL,Denys Sabaldash,https://www.artelista.com/obra/pintura-luzbel-1224160
Espana,Pintura,Figura,Oleo,Tabla,146 x 112 cm,Artelista desde: 6 de Octubre de 2020,"figurativo, textil, oleo, realismo, collage, tabla",Obra vendida,ALEGORIA IV,Francesc Marco,https://www.artelista.com/obra/pintura-figura-alegoria-iv-1197274
Espana,Pintura,Otros,Acrilico,Lienzo,60 x 90 cm,Artelista desde: 23 de Abril de 2021,"DenysArte, arte, la, dificulta, de, mezclar",Obra vendida,Denys Sabaldash ,Denys Sabaldash,https://www.artelista.com/obra/pintura-denys-sabaldash-1210313
Mexico,Pintura,Desnudos,Media Mixta,Lienzo,180 x 140 cm,Artelista desde: 29 de Octubre de 2021,sin etiquetas,Obra vendida,OMERA,NANAK SOSAN,https://www.artelista.com/obra/pintura-desnudo-omera-1220083
Mexico,Pintura,Acrilico,Tela,Paisaje,Artelista desde: 8 de Febrero de 2010,"pintura, mexicana, latinoamericana",sin etiquetas,Obra vendida,Paisaje en rojo,Raymundo Martinez C.,https://www.artelista.com/obra/4543489317763380-paisajeenrojo.html
Espana,Pintura,Bodegones,Oleo,Lienzo,100 x 80 cm,Artelista desde: 23 de Diciembre de 2020,"bodegon, manzanas, bolsa, plastico, luz, color",Obra vendida,Bolsa con tres manzanas,miguel angel nunez,https://www.artelista.com/obra/pintura-bodegon-bolsa-con-tres-manzanas-1202257
Peru,Pintura,Paisaje,Acrilico,Lienzo,220 x 144 cm,Artelista desde: 6 de Mayo de 2020,"mar, atardecer, sunset, sol, marino, paisaje",Obra vendida,Sunset,Vito Loli,https://www.artelista.com/obra/2244525897918744-sunset.html
Espana,Pintura,Otros,Acrilico,Lienzo,50 x 70 cm,Artelista desde: 17 de Agosto de 2021,"prestigio, colecciones, d, s, low",Obra vendida,Titulo:Epoca Denys Sabaldash (D.S) (DenysArte),Denys Sabaldash,https://www.artelista.com/obra/pintura-tituloepoca-denys-sabaldash-ds-denysarte-1216445
Mexico,Pintura,Retrato,Media Mixta,Lienzo,180 x 140 cm,Artelista desde: 29 de Octubre de 2021,sin etiquetas,Obra vendida,INTELIGENCIA ARTIFICIAL,NANAK SOSAN,https://www.artelista.com/obra/pintura-retrato-inteligencia-artificial-1220115
Estados Unidos,Pintura,Figura,Acrilico,Lienzo,91 x 74 cm,Artelista desde: 19 de Febrero de 2021,"art, fashion, flowers, girl, glasses, jeans",Obra vendida,Red Heels and Black Roses,Carlos Gamez de Francisco,https://www.artelista.com/obra/pintura-figura-red-heels-and-black-roses-1206688
Espana,Pintura,Otros,Acrilico,Lienzo,60 x 80 cm,Artelista desde: 4 de Enero de 2022,"prestigio, colecciones, d, s",Obra vendida,FLUMEN,Denys Sabaldash,https://www.artelista.com/obra/pintura-flumen-1222977
Espana,Pintura,Otros,Acrilico,Lienzo,50 x 70 cm,Artelista desde: 8 de Febrero de 2022,"collectible, paintings, vivid, colors, unique, abstraction",Obra vendida,Angel caido AZKEEL ,Denys Sabaldash,https://www.artelista.com/obra/pintura-angel-caido-azkeel-1224962
Mexico,Pintura,Desnudos,Media Mixta,Lienzo,100 x 100 cm,Artelista desde: 29 de Octubre de 2021,sin etiquetas,Obra vendida,THE GROOVE,NANAK SOSAN,https://www.artelista.com/obra/pintura-desnudo-the-groove-1220089
Espana,Pintura,Paisaje,Oleo,Lienzo,100 x 65 cm,Artelista desde: 29 de Julio de 2020,"realismo, figurativo, paisaje, oleo",Obra vendida,Resplandor de Otono,Vicente Penarroja Aparici,https://www.artelista.com/obra/pintura-paisaje-resplandor-de-otono-1193244
Peru,Pintura,Desnudos,Acrilico,Lienzo,112 x 113 cm,Artelista desde: 6 de Mayo de 2020,"mujer, femeneidad, angel, desnudo",Obra vendida,Angel Dormido,Vito Loli,https://www.artelista.com/obra/9780536755873072-angel-dormido.html
Espana,Pintura,Otros,Oleo,Tabla,120 x 81 cm,Artelista desde: 20 de Junio de 2020,"londres, urbano, ciudad, tamesis, city",Obra vendida,FIRST LONDON,RAFAEL CARRASCAL GARCIA,https://www.artelista.com/obra/pintura-first-london-1190484
Estados Unidos,Pintura,Figura,Acrilico,Lienzo,71 x 76 cm,Artelista desde: 19 de Febrero de 2021,"art, fashion, flowers, girl, glasses, jeans",Obra vendida,The State of Critical Thinking,Carlos Gamez de Francisco,https://www.artelista.com/obra/pintura-figura-the-state-of-critical-thinking-1206689
Espana,Pintura,Otros,Acrilico,Lienzo,50 x 70 cm,Artelista desde: 23 de Abril de 2021,"DenysArte, arte, la, dificulta, de, mezclar",Obra vendida,APEP,Denys Sabaldash,https://www.artelista.com/obra/pintura-apep-1210328
Cuba,Pintura,Retrato,Oleo,Lienzo,125 x 100 cm,Artelista desde: 29 de Junio de 2020,"surrealismo, oilpainting, cubanpainter, imaginacion, fantasia, palomas",Obra vendida,La Sublime Consecuencia ,Ignacio Nazabal,https://www.artelista.com/obra/pintura-retrato-la-sublime-consecuencia-1191151
Mexico,Pintura,Figura,Oleo,Lienzo,200 x 70 cm,Artelista desde: 10 de Mayo de 2018,"realismo, figura humana, figura, desnudo, hiperrealismo, CARLOS OVIEDO",Obra vendida,La invitacion,CARLOS OVIEDO,https://www.artelista.com/obra/4511181529383912-la-invitacion.html
Espana,Pintura,Otros,Acrilico,Lienzo,130 x 89 cm,Artelista desde: 26 de Agosto de 2019,"mujer, tong, mouth, lips, lengua, pop art",190.027 MX$,LENGUA - TONG,Sandra Garcia,https://www.artelista.com/obra/2925938614271809-lengua-tong.html
Chile,Pintura,Otros,Acrilico,Tela,240 x 120 cm,Artelista desde: 6 de Agosto de 2018,"grande, abstracto",Obra vendida,El Gran Calafate,Francisco Javier Campla Livesey,https://www.artelista.com/obra/5907935723644884-el-gran-calafate.html
Espana,Pintura,Retrato,Acrilico,Lienzo,100 x 73 cm,Artelista desde: 20 de Septiembre de 2019,"retratto, portrait, nino, boy, morocco, marruecos",190.027 MX$,Nino de Marruecos - Morocco's boy,Sandra Garcia,https://www.artelista.com/obra/3353688858914336-nino-de-marruecos-moroccos-boy.html
Argentina,Pintura,Paisaje,Acrilico,Lienzo,174 x 190 cm,Artelista desde: 31 de Mayo de 2019,"#urbano, #ciudades, #arquitectura, #arte CONTEMPORANEO, #arte argentino, #arte Latinoamericano",Obra vendida,Colores de arrabal,Gisela Gaffoglio,https://www.artelista.com/obra/7427092529183336-colores-de-arrabal.html
Mexico,Pintura,Retrato,Acrilico,Lienzo,200 x 200 cm,Artelista desde: 29 de Septiembre de 2018,"darth vader, subastas internacionales de arte, basquiat",Obra vendida,METATRON,NANAK SOSAN,https://www.artelista.com/obra/1129718462999656-metatron.html
Espana,Pintura,Otros,Otros,Otros,98 x 98 cm,Artelista desde: 3 de Febrero de 2020,"nyc, new york, terrace, window, bar, restaurant",Obra vendida,New York #76,Socrates Rizquez,https://www.artelista.com/obra/2528424444840172-new-york-76.html
Argentina,Pintura,Paisaje,Acrilico,Lienzo,150 x 150 cm,Artelista desde: 27 de Marzo de 2019,"#abstracto, #Buenos Aires, #azul  #arquitectura, #arte Latinoamericano, #arte argentino, #arte CONTEMPORANEO",Obra vendida,Melancolica Buenos Aires,Gisela Gaffoglio,https://www.artelista.com/obra/7534856154131251-melancolica-buenos-aires.html
Argentina,Pintura,Paisaje,Acrilico,Lienzo,190 x 174 cm,Artelista desde: 6 de Agosto de 2019,"#arte Latinoamericano, arte argentino, arte contemporaneo, industrial, abstracto, colores vibrantes",Obra vendida,Como la vida misma ,Gisela Gaffoglio,https://www.artelista.com/obra/7916163369870812-como-la-vida-misma.html
Reino Unido,Pintura,Otros,Acrilico,Lienzo,200 x 120 cm,Artelista desde: 5 de Diciembre de 2019,"pintura extra grande, acrilico sobre lienzo, xxl, arte moderno, contemporaneo, abstracto",Obra vendida,Azure ,Maria  Esmar ,https://www.artelista.com/obra/5872858156309545-azure.html
Espana,Pintura,Retrato,Acrilico,Lienzo,97 x 130 cm,Artelista desde: 20 de Septiembre de 2019,"retrato, portrait, john lennon, pop art, frontal, azul",190.027 MX$,Retrato John Lennon - Portrait John Lennon,Sandra Garcia,https://www.artelista.com/obra/4541212736888752-retrato-john-lennon-portrait-john-lennon.html
Estados Unidos,Pintura,Otros,Oleo,Lienzo,160 x 200 cm,Artelista desde: 2 de Diciembre de 2019,abstracto,Obra vendida,Danza vida mia!,Alex Calderon,https://www.artelista.com/obra/5612955059029712-danza-vida-mia.html
Estados Unidos,Pintura,Figura,Acrilico,Lienzo,160 x 180 cm,Artelista desde: 24 de Julio de 2019,"chicas, amarillo, paseo, newyork",Obra vendida,Paseo por la calle amarilla,Astolfo Funes,https://www.artelista.com/obra/3689349967123401-paseo-por-la-calle-amarilla.html
Espana,Pintura,Bodegones,Oleo,Tabla,80 x 80 cm,Artelista desde: 8 de Noviembre de 2019,"peras, frutos, bolsa, plastico, luz, brillo",Obra vendida,Bolsa con peras,miguel angel nunez,https://www.artelista.com/obra/6891629976622427-bolsa-con-peras.html
Espana,Pintura,Desnudos,Acrilico,Lienzo,116 x 89 cm,Artelista desde: 26 de Agosto de 2019,"desnudo, pudor, pleasure, placer, naked, nudity",190.027 MX$,ENTRE PUDOR Y PLACER -  BETWEEN PUDOR AND PLEASURE,Sandra Garcia,https://www.artelista.com/obra/4839705282771943-entre-pudor-y-placer-between-pudor-and-pleasure.html
